"customer_id","monetary","frequency","basket_items_mean","basket_items_p95","aov","recency_days","category_diversity","hhi_rev","entropy_rev","returns_abs","returns_cnt","returns_net","returns_ratio","monetary_log","aov_log","frequency_log","returns_abs_log"
12401,84.3,1,11,11,84.3,302.958333333333,5,0.216530945656717,1.56986660722418,0,0,0,0,4.44617445449763,4.44617445449763,0.693147180559945,0
12402,1256.9,6,97.3333333333333,149.5,209.483333333333,322.959027777778,43,0.0427425225690777,3.44428549135609,12.75,1,-12.75,1,7.13719894284483,5.34940647342407,1.94591014905531,2.62103882411258
12403,1019.36,2,130,160.6,509.68,49.1243055555556,8,0.174256661785947,1.86180646245609,18,1,-18,1,6.9279107851857,6.23574317095215,1.09861228866811,2.94443897916644
12404,18,1,1,1,18,681.850694444444,1,1,0,0,0,0,0,2.94443897916644,2.94443897916644,0.693147180559945,0
12405,1534.39,1,857,857,1534.39,148.206944444444,54,0.0295019952291369,3.77760537707144,0,0,0,0,7.3365396994118,7.3365396994118,0.693147180559945,0
12406,6216.76,5,651.2,978.6,1243.352,21.7277777777778,124,0.0145317540016012,4.48225931555092,318.15,2,-318.15,1,8.73516499225398,7.12637019147336,1.79175946922805,5.76566121170207
12407,1661.64,5,252.8,460.6,332.328,49.1520833333333,57,0.039310418458512,3.66351670220823,0,0,0,0,7.41616197951082,5.80912699018603,1.79175946922805,0
12408,4277.29,8,278.625,444.3,534.66125,32.0159722222222,104,0.033962543725435,4.00849490890726,61.13,6,-61.13,1,8.3613086760311,6.28350196500832,2.19722457733622,4.1292289640756
12409,23263.15,7,1846.71428571429,3889.6,3323.30714285714,78.1333333333333,185,0.00896940804052438,4.94449688625396,328.82,6,-328.82,1,10.0546688280429,8.10901655328815,2.07944154167984,5.79854705110062
12410,881.71,3,113.666666666667,195.7,293.903333333333,308.090972222222,37,0.0389503605374191,3.46884595560898,12.25,1,-12.25,1,6.78299672083932,5.68664761902399,1.38629436111989,2.58399755243223
12411,346.9,1,138,138,346.9,409.184027777778,22,0.0654503533790744,2.94124475963289,0,0,0,0,5.8519150821579,5.8519150821579,0.693147180559945,0
12412,2597.65,6,332.833333333333,574.25,432.941666666667,74.1486111111111,84,0.0233323055356492,4.10960280161553,15.9,2,-15.9,1,7.86274735839337,6.07291011646461,1.94591014905531,2.82731362192903
12413,967.5,4,79.75,165.15,241.875,66.2013888888889,41,0.0397996007184397,3.48646198322864,63.95,2,-63.95,1,6.87574848284705,5.4925469076976,1.6094379124341,4.17361774311661
12414,640.41,6,82.5,181,106.735,216.957638888889,22,0.065859796405797,2.8943753597331,126,2,-260,0.484615384615385,6.46366887803244,4.6796745081562,1.94591014905531,4.84418708645859
12415,116195.58,28,2309.53571428571,8402.6,4149.84214285714,23.9361111111111,520,0.00485861469257122,5.73958726417775,944.35,5,-1189.08,0.794185420661352,11.663038690953,8.33106651862772,3.36729582998647,6.85155522929394
12416,202.56,1,132,132,202.56,656.104861111111,11,0.102469901844074,2.32396287905953,0,0,0,0,5.31596080172063,5.31596080172063,0.693147180559945,0
12417,6740.74,20,145,270.85,337.037,2.91527777777778,279,0.0177986650980762,5.14244615567352,106.75,7,-108.7,0.982060717571297,8.81607333082612,5.82315535694752,3.04452243772342,4.67981372898386
12418,2021.7,4,272,395.75,505.425,112.1125,92,0.0226215332157737,4.14001088386352,4.25,1,-4.25,1,7.61218853155905,6.22737623769987,1.6094379124341,1.65822807660353
12419,463.49,2,115.5,198.75,231.745,385.115277777778,23,0.0734909463254392,2.8642137622988,0,0,0,0,6.14094002949686,5.44994343364931,1.09861228866811,0
12420,609.03,1,345,345,609.03,63.2048611111111,29,0.0406411917414931,3.2818341875786,0,0,0,0,6.41350813628591,6.41350813628591,0.693147180559945,0
12421,1018.6,6,108.666666666667,154.75,169.766666666667,15.1548611111111,44,0.0483757785534628,3.43837575781278,5.77,2,-5.77,1,6.92716567250196,5.14029810227705,1.94591014905531,1.91250108692418
12422,3910.07,17,142.823529411765,437.4,230.004117647059,95.1680555555556,141,0.0162600320562253,4.59255570910675,90,4,-1112.45,0.0809025124724707,8.27156627283109,5.44243553567487,2.89037175789616,4.51085950651685
12423,2622.39,10,179.3,316.2,262.239,0.111111111111111,127,0.0235343600253727,4.48259464453407,10.2,1,-10.2,1,7.87222265352656,5.57306236476593,2.39789527279837,2.41591377830105
12424,3314.59,4,500.25,813.35,828.6475,162.072222222222,79,0.0321933704812918,3.87757361615621,50.25,3,-50.25,1,8.10639086566746,6.72100091178539,1.6094379124341,3.93671561801852
12425,1743.09,2,573.5,643.25,871.545,77.8465277777778,89,0.0156133782016862,4.3370900470274,60.6,1,-60.6,1,7.46398820864199,6.77141422867782,1.09861228866811,4.12066187053947
12426,1347.96,2,292,322.6,673.98,194.058333333333,74,0.0241035428283097,4.11140906924852,33.8,1,-33.8,1,7.20708920417437,6.51468306080393,1.09861228866811,3.54961738678043
12427,1094.02,3,148,170.6,364.673333333333,21.1625,26,0.0893093289206229,2.82696365101447,82.15,2,-117.43,0.699565698714128,6.99852790692398,5.90174040298149,1.38629436111989,4.42064620563894
12428,6896.06,9,392.888888888889,1104.6,766.228888888889,25.1861111111111,259,0.00985825065257177,5.19498318933055,57.26,3,-79.26,0.722432500630835,8.83885051282799,6.64278517782496,2.30258509299405,4.06491575153129
12429,7465.91,8,418,790.05,933.23875,8.81111111111111,125,0.0229853021814208,4.24019075328414,50.4,1,-50.4,1,8.91823653792972,6.83973202654838,2.19722457733622,3.93963817246112
12430,234.4,1,117,117,234.4,42.9451388888889,11,0.121393551468276,2.24436225132528,0,0,0,0,5.46128619482618,5.46128619482618,0.693147180559945,0
12431,10125.85,27,158.259259259259,306.3,375.031481481481,35.0381944444444,259,0.0214395727418536,4.83404441080618,138.56,6,-138.56,1,9.22294559133358,5.92967286722932,3.3322045101752,4.93849461631857
12432,4215.52,5,360.2,945.2,843.104,42.0881944444444,107,0.0186137338350273,4.30686383800324,0,0,0,0,8.34676542227393,6.73827570975347,1.79175946922805,0
12433,20447.06,10,1668.4,3594.2,2044.706,0.116666666666667,291,0.00749616480063789,5.2164950716298,18,1,-152.4,0.118110236220472,9.92564329144526,7.62349824117179,2.39789527279837,2.94443897916644
12434,1103.43,3,177.333333333333,299.1,367.81,84.05,62,0.0250810960928068,3.93523586688636,40.95,2,-40.95,1,7.00708464375805,5.9102816062823,1.38629436111989,3.73647843291322
12435,12896.09,6,730.333333333333,1052.75,2149.34833333333,79.1972222222222,88,0.0257964011650668,3.97159979548281,0,0,0,0,9.4647569835071,7.67338512350249,1.94591014905531,0
12436,465.01,1,211,211,465.01,99.0701388888889,16,0.0759201120840125,2.65797472219852,0,0,0,0,6.14420709312287,6.14420709312287,0.693147180559945,0
12437,12683.61,39,205.153846153846,379.8,325.220769230769,1.05208333333333,296,0.0197564225900769,4.94551962851588,288.55,8,-288.55,1,9.44814472658637,5.78757435839539,3.68887945411394,5.6683279936718
12438,2672.05,2,590,593.6,1336.025,13.9736111111111,85,0.0253835554775345,4.07328463465735,0,0,0,0,7.89097542153823,7.19820227550604,1.09861228866811,0
12439,1158.18,2,242,431,579.09,682.027083333333,69,0.0166569359929413,4.17198496552211,53.7,1,-53.7,1,7.05546813757951,6.36318326391626,1.09861228866811,4.00186370942794
12440,793.2,2,165.5,246.05,396.6,462.027083333333,22,0.0584487661003553,2.95099224897913,91.05,1,-91.05,1,6.67733531869715,5.98544647478242,1.09861228866811,4.52233190767909
12441,347.1,1,242,242,347.1,366.086805555556,11,0.096232096688527,2.36801002880811,0,0,0,0,5.85248979481739,5.85248979481739,0.693147180559945,0
12442,162.06,1,182,182,162.06,2.93611111111111,12,0.103307138291644,2.37346977227401,0,0,0,0,5.09411823123476,5.09411823123476,0.693147180559945,0
12443,419.31,1,182,182,419.31,731.880555555556,21,0.0634762978524369,2.90235587683393,0,0,0,0,6.04099253425718,6.04099253425718,0.693147180559945,0
12444,4458.18,5,231,514,891.636,20.9770833333333,138,0.0218375480783763,4.44678291082822,0,0,0,0,8.40272017160819,6.79417888299738,1.79175946922805,0
12445,414.98,2,103,139.9,207.49,21.7548611111111,24,0.0493399751711531,3.08811482799154,8.5,1,-8.5,1,6.03063718218245,5.33989107845797,1.09861228866811,2.2512917986065
12446,1002.52,1,352,352,1002.52,57.0416666666667,58,0.0196230147914579,3.985954099143,0,0,0,0,6.91126909828193,6.91126909828193,0.693147180559945,0
12447,476.49,1,190,190,476.49,243.017361111111,26,0.0441318853808077,3.19321438086996,0,0,0,0,6.16854321729311,6.16854321729311,0.693147180559945,0
12448,372.93,1,243,243,372.93,44.0027777777778,22,0.0634554523700382,2.92029049959506,0,0,0,0,5.92406861412143,5.92406861412143,0.693147180559945,0
12449,4811.17,6,376.333333333333,656,801.861666666667,21.9611111111111,126,0.0250929630064885,4.34405844161037,0,0,0,0,8.47890340481634,6.68818242845475,1.94591014905531,0
12450,688.2,5,88.4,130.8,137.64,155.964583333333,31,0.0468219952382002,3.26121135396511,21.25,2,-21.25,1,6.53553150465377,4.93188064540735,1.79175946922805,3.10234200861225
12451,12659.02,8,1166.875,2142.2,1582.3775,10.1736111111111,371,0.0058146819703568,5.55208648771093,123.35,2,-123.35,1,9.44620427547575,7.36731550270837,2.19722457733622,4.82310017024941
12452,386.57,2,92.5,173.95,193.285,16.0986111111111,21,0.059278305557873,2.9371675261652,2,1,-2,1,5.95989647764032,5.26932615319744,1.09861228866811,1.09861228866811
12453,707.09,1,473,473,707.09,133.9875,43,0.0253877211977214,3.71688818548719,0,0,0,0,6.5625712042589,6.5625712042589,0.693147180559945,0
12454,9358.04,5,679.8,880,1871.608,55.8590277777778,24,0.0705678111003514,2.85490688028829,7340.84,4,-12387.07,0.592621176759314,9.14409800010902,7.53508739063066,1.79175946922805,8.90134477139219
12455,5703.65,10,313.4,977.349999999999,570.365,72.9298611111111,198,0.0156864457036503,4.81882538894618,0,0,0,0,8.64903691072096,6.34802823485797,2.39789527279837,0
12456,2851.52,3,544.333333333333,621.2,950.506666666667,43.9645833333333,105,0.0257200933072186,4.21712963057344,27.15,1,-27.15,1,7.95595809310517,6.85804669319265,1.38629436111989,3.3375473545857
12457,2754.12,8,136.875,332.25,344.265,66.0256944444444,63,0.0529822398022281,3.55732321858378,523.6,6,-523.6,1,7.92121627780721,5.84431223812332,2.19722457733622,6.26263606743277
12458,1628.97,4,246.5,281.9,407.2425,70.9340277777778,72,0.0273834144597119,3.96373653356762,0,0,0,0,7.39631688872346,6.01186136058568,1.6094379124341,0
12459,434.36,1,258,258,434.36,604.95625,23,0.0486218169490342,3.0808200117069,0,0,0,0,6.07617327503494,6.07617327503494,0.693147180559945,0
12460,326.65,1,170,170,326.65,455.999305555556,18,0.0594199557550126,2.85520716750025,0,0,0,0,5.79194596548551,5.79194596548551,0.693147180559945,0
12461,717.36,2,143.5,268.15,358.68,93.8701388888889,35,0.0472219056301118,3.31076062098569,0,0,0,0,6.57697083615054,5.88521474726527,1.09861228866811,0
12462,1099.59,2,268,285.1,549.795,18.1520833333333,52,0.0388988338092578,3.69354099387898,65.58,2,-65.58,1,7.00360167863126,6.31136268910814,1.09861228866811,4.19840423214688
12463,1344.78,4,194,216.85,336.195,53.0041666666667,65,0.0317535724643449,3.85597896853186,41.15,3,-41.15,1,7.2047290495946,5.82066139802251,1.6094379124341,3.74123468444786
12464,1212.05,8,14,21,151.50625,9.97013888888889,6,0.252520447607566,1.53468935491521,0,0,0,0,7.10089312820994,5.02720557881422,2.19722457733622,0
12465,742.19,2,239.5,288.55,371.095,16.8444444444444,46,0.0279147605843876,3.72331431492369,8.3,1,-8.3,1,6.6109517320808,5.91914919801424,1.09861228866811,2.23001440015921
12466,18,1,1,1,18,681.85,1,1,0,0,0,0,0,2.94443897916644,2.94443897916644,0.693147180559945,0
12467,132.8,1,129,129,132.8,422.922916666667,9,0.120728017491653,2.15489610594028,132.8,1,-132.8,1,4.89634614769413,4.89634614769413,0.693147180559945,4.89634614769413
12468,3670.74,5,440.2,931.8,734.148,187.093055555556,129,0.0300319302335201,4.28267224535041,46.19,5,-46.19,1,8.20842094313329,6.60007183948674,1.79175946922805,3.8541820057383
12469,2500.06,2,832,1109.2,1250.03,522.048611111111,76,0.0505274982669793,3.67902726199889,0,0,0,0,7.82446992099369,7.13172249099472,1.09861228866811,0
12470,211.95,1,95,95,211.95,689.075694444444,23,0.0552745457053798,2.99712903677732,0,0,0,0,5.36105739636922,5.36105739636922,0.693147180559945,0
12471,39464.03,79,213.810126582278,581.699999999999,499.544683544304,1.87986111111111,271,0.0505615993178686,4.31324387536136,2015.18,50,-2015.18,1,10.5831702423094,6.21569687258105,4.38202663467388,7.60895991091981
12472,17872.96,19,597.368421052632,1322.1,940.682105263158,31.9506944444444,434,0.012600278536226,5.36078728922568,923.9,18,-923.9,1,9.7911001840514,6.84766774974776,2.99573227355399,6.82968562356021
12473,2961.05,5,487.8,1357,592.21,28.9611111111111,140,0.0177576948834398,4.61989270904108,130.46,4,-1090.32,0.119652945924132,7.99363687517143,6.38554846784252,1.79175946922805,4.87870262283543
12474,12383.1,31,256.58064516129,552,399.454838709677,16.9243055555556,389,0.0130972806122261,5.32907482458146,458,23,-458,1,9.42416867073231,5.99260099787731,3.46573590279973,6.12905021006055
12475,1166.64,2,385.5,520.05,583.32,53.1527777777778,55,0.0254607363958721,3.85081587794062,0,0,0,0,7.0627398967008,6.37044877796655,1.09861228866811,0
12476,14097.66,23,245.434782608696,643.3,612.941739130435,15.0069444444444,369,0.0203272908876162,5.22825426262807,389.94,15,-399.79,0.975362065084169,9.55383503638911,6.41990003623533,3.17805383034795,5.96855409552488
12477,20278.05,9,679.888888888889,1027,2253.11666666667,22.1243055555556,341,0.00840445963236408,5.23438999428833,102.73,3,-102.73,1,9.91734361242644,7.7205134530946,2.30258509299405,4.64179136944374
12478,599.99,1,236,236,599.99,3.12083333333333,36,0.0353734688280239,3.46841079487142,0,0,0,0,6.39857829546167,6.39857829546167,0.693147180559945,0
12479,527.68,1,385,385,527.68,10.975,31,0.0410741569570896,3.32073714503343,49.9,2,-49.9,1,6.27038333388961,6.27038333388961,0.693147180559945,3.92986292355648
12480,5158,7,385.714285714286,513.8,736.857142857143,27.9152777777778,179,0.0243626572093839,4.64233248736764,29.75,1,-29.75,1,8.54849804124465,6.60375023249843,2.07944154167984,3.42588999425253
12481,12075.31,15,483.533333333333,1398.9,805.020666666667,22.18125,260,0.012684450057024,5.01704097475889,144.36,3,-144.36,1,9.39900096124915,6.69210938320354,2.77258872223978,4.97921342408792
12482,18508.6,29,580.206896551724,1168,638.227586206897,575.874305555556,42,0.0330827341183478,3.56078097158329,54,3,-1797.87,0.0300355420581021,9.82604479539347,6.46026055091583,3.40119738166216,4.00733318523247
12483,4615.54,19,114.315789473684,228.2,242.923157894737,16.825,71,0.048190672940845,3.55567976685653,151.25,8,-273.71,0.552592159584962,8.43740078574787,5.49685324903247,2.99573227355399,5.02552390659001
12484,6084.95,12,271.583333333333,706.5,507.079166666667,32.0506944444444,337,0.012590401190682,5.27739053170579,66.3,4,-66.3,1,8.71373811484644,6.23063727533172,2.56494935746154,4.20916023665068
12485,708.1,1,414,414,708.1,528.936111111111,34,0.0444273649032367,3.32230684157335,0,0,0,0,6.56399656030995,6.56399656030995,0.693147180559945,0
12486,971.28,1,523,523,971.28,431.066666666667,49,0.0245266195280842,3.79917222436571,0,0,0,0,6.87964382882106,6.87964382882106,0.693147180559945,0
12487,250.5,1,150,150,250.5,730.051388888889,2,0.575746710172469,0.61536166009772,25.5,1,-25.5,1,5.52744298953979,5.52744298953979,0.693147180559945,3.27714473299218
12488,1299.14,3,176.333333333333,259.9,433.046666666667,9.16666666666667,46,0.0351779599413074,3.57856843908293,0,0,0,0,7.17022722995892,6.07315205520152,1.38629436111989,0
12489,334.93,1,105,105,334.93,335.984027777778,15,0.0760548050584869,2.63504889436349,0,0,0,0,5.81690280492547,5.81690280492547,0.693147180559945,0
12490,9714.56,21,272.095238095238,548,462.598095238095,4.86319444444444,224,0.0199975271139708,4.79352299651258,5,1,-5,1,9.18148400297064,6.13901800282492,3.09104245335832,1.79175946922805
12491,460.4,1,260,260,460.4,38.0222222222222,25,0.055699544686334,3.06537656128074,0,0,0,0,6.13426534573965,6.13426534573965,0.693147180559945,0
12492,715.21,3,148,239.1,238.403333333333,62.9409722222222,38,0.0469149069089107,3.39005302258325,0,0,0,0,6.57397342004714,5.47814971672507,1.38629436111989,0
12493,433.74,2,103.5,117.45,216.87,165.147916666667,20,0.0549674145252226,2.94853206092834,16.95,1,-16.95,1,6.07474815124472,5.38389855463824,1.09861228866811,2.88759011493429
12494,1872.87,9,109.777777777778,207,208.096666666667,15.1361111111111,88,0.0341483096165251,4.06468560549213,129.35,8,-129.35,1,7.53576109006129,5.34279666497164,2.30258509299405,4.87022314037951
12495,313.4,1,130,130,313.4,640.08125,17,0.0642488624465433,2.79248019143299,34,1,-34,1,5.75066606055505,5.75066606055505,0.693147180559945,3.55534806148941
12496,54.09,2,16.5,30.45,27.045,619.988888888889,10,0.144796127842502,2.06015734841228,0,0,0,0,4.00896821148462,3.3338103629603,1.09861228866811,0
12497,5077.16,3,1432,2201.9,1692.38666666667,81.05625,43,0.0352337590984067,3.52003802883218,18,1,-36.75,0.489795918367347,8.53270427023614,7.43448574747142,1.38629436111989,2.94443897916644
12498,403.7,3,53,79.8,134.566666666667,20.9979166666667,21,0.0618159286937664,2.92028452954685,0,0,0,0,6.00314605188182,4.90946352424507,1.38629436111989,0
12499,393.72,1,302,302,393.72,559.943055555556,27,0.04582752320236,3.18807544524581,0,0,0,0,5.97817665278105,5.97817665278105,0.693147180559945,0
12500,5497.66,19,155,481,289.350526315789,22.8541666666667,94,0.0520027980256085,3.44172207527527,82.9,6,-82.9,1,8.61225970517277,5.67108890451071,2.99573227355399,4.42962561347316
12501,2172.27,1,1783,1783,2172.27,336.015277777778,149,0.0109528275806273,4.8560886328043,79.71,1,-79.71,1,7.68398822472368,7.68398822472368,0.693147180559945,4.39086248333628
12502,3462.92,5,164,222.2,692.584,95.0819444444444,102,0.0464346193480793,3.970954850549,0,0,0,0,8.15015617472742,6.54187235714951,1.79175946922805,0
12503,210,1,121,121,210,583.99375,2,0.843265306122449,0.292508468472397,18,1,-1126,0.0159857904085258,5.35185813347607,5.35185813347607,0.693147180559945,2.94443897916644
