customer_id,cluster_kmeans
12502.0,1
12503.0,0
12504.0,3
12505.0,3
12506.0,3
12507.0,1
12508.0,3
12509.0,3
12510.0,1
12511.0,4
12512.0,3
12513.0,3
12514.0,3
12515.0,3
12516.0,1
12517.0,1
12518.0,1
12519.0,3
12520.0,1
12521.0,3
12522.0,3
12523.0,1
12524.0,1
12525.0,3
12526.0,3
12527.0,3
12528.0,1
12529.0,3
12530.0,1
12531.0,4
12532.0,3
12533.0,1
12534.0,4
12535.0,3
12536.0,4
12537.0,3
12538.0,3
12539.0,4
12540.0,1
12541.0,3
12542.0,3
12543.0,4
12544.0,3
12545.0,3
12546.0,1
12547.0,3
12548.0,3
12549.0,3
12550.0,3
12551.0,3
12552.0,3
12553.0,1
12554.0,3
12555.0,0
12556.0,3
12557.0,4
12558.0,3
12559.0,3
12560.0,1
12561.0,3
12562.0,1
12563.0,3
12564.0,3
12565.0,3
12566.0,3
12567.0,1
12568.0,0
12569.0,1
12570.0,0
12571.0,3
12572.0,1
12573.0,3
12574.0,3
12575.0,3
12576.0,1
12577.0,1
12578.0,4
12579.0,3
12580.0,3
12581.0,3
12582.0,1
12583.0,1
12584.0,1
12585.0,4
12586.0,1
12587.0,0
12588.0,3
12589.0,1
12590.0,4
12591.0,3
12592.0,1
12593.0,3
12594.0,1
12595.0,3
12596.0,3
12597.0,4
12598.0,1
12599.0,1
12600.0,1
12601.0,3
12602.0,3
12603.0,0
12604.0,3
12605.0,3
12606.0,0
12607.0,4
12608.0,3
12609.0,1
12610.0,1
12611.0,4
12612.0,3
12613.0,1
12614.0,3
12615.0,1
12616.0,1
12617.0,3
12618.0,3
12619.0,1
12620.0,1
12621.0,1
12622.0,3
12623.0,1
12624.0,3
12625.0,4
12626.0,1
12627.0,1
12628.0,3
12629.0,3
12630.0,3
12631.0,1
12632.0,3
12633.0,4
12634.0,3
12635.0,1
12636.0,0
12637.0,1
12638.0,3
12639.0,3
12640.0,3
12641.0,3
12642.0,3
12643.0,1
12644.0,1
12645.0,1
12646.0,3
12647.0,1
12648.0,3
12649.0,1
12650.0,3
12651.0,3
12652.0,3
12653.0,4
12654.0,3
12655.0,3
12656.0,1
12657.0,1
12658.0,3
12659.0,3
12660.0,3
12661.0,3
12662.0,1
12663.0,3
12664.0,1
12665.0,3
12666.0,1
12667.0,3
12668.0,4
12669.0,1
12670.0,1
12671.0,4
12672.0,3
12673.0,3
12674.0,1
12675.0,3
12676.0,1
12677.0,3
12678.0,4
12679.0,1
12680.0,3
12681.0,1
12682.0,1
12683.0,1
12684.0,1
12685.0,1
12686.0,3
12687.0,4
12688.0,4
12689.0,3
12690.0,3
12691.0,3
12692.0,3
12693.0,1
12694.0,1
12695.0,3
12696.0,3
12697.0,3
12698.0,3
12699.0,3
12700.0,4
12701.0,1
12702.0,3
12703.0,1
12704.0,1
12705.0,4
12707.0,3
12708.0,1
12709.0,4
12710.0,1
12711.0,3
12712.0,1
12713.0,3
12714.0,4
12715.0,3
12716.0,3
12717.0,1
12718.0,3
12719.0,3
12720.0,1
12721.0,1
12722.0,1
12723.0,3
12724.0,1
12725.0,1
12726.0,1
12727.0,1
12728.0,3
12729.0,3
12730.0,3
12731.0,4
12732.0,3
12733.0,1
12734.0,3
12735.0,3
12736.0,3
12737.0,0
12738.0,3
12739.0,1
12740.0,3
12741.0,3
12742.0,4
12743.0,3
12744.0,4
12745.0,3
12746.0,3
12747.0,1
12748.0,1
12749.0,1
12750.0,3
12751.0,3
12752.0,4
12753.0,4
12754.0,1
12755.0,1
12756.0,0
12757.0,1
12758.0,4
12759.0,1
12760.0,3
12761.0,3
12762.0,4
12763.0,3
12764.0,4
12765.0,3
12766.0,4
12767.0,3
12768.0,3
12769.0,3
12770.0,4
12771.0,3
12772.0,3
12773.0,0
12774.0,3
12775.0,1
12776.0,0
12777.0,3
12778.0,1
12779.0,1
12780.0,3
12781.0,1
12782.0,1
12783.0,1
12784.0,1
12785.0,3
12786.0,3
12787.0,3
12788.0,3
12789.0,0
12790.0,3
12791.0,3
12792.0,3
12793.0,3
12794.0,3
12795.0,3
12796.0,3
12797.0,3
12798.0,1
12799.0,3
12800.0,3
12801.0,3
12802.0,1
12803.0,4
12804.0,3
12805.0,3
12806.0,1
12807.0,3
12808.0,3
12809.0,1
12810.0,3
12811.0,3
12812.0,3
12813.0,3
12814.0,0
12815.0,3
12816.0,3
12817.0,3
12818.0,4
12819.0,3
12820.0,1
12821.0,3
12822.0,1
12823.0,3
12824.0,3
12825.0,3
12826.0,1
12827.0,3
12828.0,3
12829.0,3
12830.0,4
12831.0,3
12832.0,3
12833.0,3
12834.0,3
12835.0,1
12836.0,1
12837.0,3
12838.0,1
12839.0,1
12840.0,1
12841.0,1
12842.0,3
12843.0,1
12844.0,3
12845.0,0
12846.0,0
12847.0,4
12848.0,3
12849.0,1
12850.0,0
12851.0,3
12852.0,3
12853.0,1
12854.0,1
12855.0,3
12856.0,1
12857.0,1
12858.0,3
12859.0,3
12860.0,3
12861.0,0
12862.0,3
12863.0,1
12864.0,0
12865.0,1
12866.0,3
12867.0,1
12868.0,1
12869.0,3
12870.0,1
12871.0,3
12872.0,1
12873.0,3
12874.0,3
12875.0,0
12876.0,4
12877.0,1
12878.0,3
12879.0,3
12880.0,3
12881.0,3
12882.0,3
12883.0,3
12884.0,3
12885.0,1
12886.0,1
12887.0,3
12888.0,0
12889.0,3
12890.0,3
12891.0,0
12892.0,3
12893.0,3
12894.0,3
12895.0,3
12897.0,3
12898.0,3
12899.0,3
12900.0,3
12901.0,1
12902.0,3
12903.0,3
12904.0,3
12905.0,3
12906.0,1
12907.0,3
12908.0,0
12909.0,1
12910.0,1
12911.0,4
12912.0,3
12913.0,1
12914.0,3
12915.0,1
12916.0,1
12917.0,1
12918.0,0
12919.0,1
12920.0,3
12921.0,1
12922.0,3
12923.0,3
12924.0,1
12925.0,3
12926.0,3
12927.0,3
12928.0,1
12929.0,3
12930.0,3
12931.0,4
12932.0,3
12933.0,1
12934.0,0
12935.0,1
12936.0,1
12937.0,1
12938.0,3
12939.0,1
12940.0,1
12941.0,3
12942.0,3
12943.0,3
12944.0,3
12945.0,3
12946.0,3
12947.0,1
12948.0,1
12949.0,1
12950.0,3
12951.0,1
12952.0,1
12953.0,3
12954.0,3
12955.0,1
12956.0,3
12957.0,1
12958.0,3
12959.0,3
12960.0,3
12961.0,3
12962.0,3
12963.0,1
12964.0,3
12965.0,3
12966.0,3
12967.0,4
12968.0,0
12969.0,0
12970.0,1
12971.0,1
12972.0,3
12973.0,3
12974.0,3
12975.0,1
12976.0,1
12977.0,3
12978.0,1
12979.0,3
12980.0,1
12981.0,3
12982.0,1
12983.0,3
12984.0,0
12985.0,1
12986.0,1
12987.0,1
12988.0,3
12989.0,1
12990.0,3
12991.0,3
12992.0,3
12993.0,1
12994.0,1
12995.0,0
12996.0,3
12997.0,1
12998.0,3
12999.0,3
13000.0,1
13001.0,1
13002.0,3
13003.0,0
13004.0,1
13005.0,3
13006.0,0
13007.0,3
13008.0,3
13009.0,3
13010.0,3
13011.0,0
13012.0,1
13013.0,1
13014.0,1
13015.0,1
13016.0,3
13017.0,0
13018.0,1
13019.0,3
13020.0,3
13021.0,1
13022.0,0
13023.0,3
13024.0,3
13025.0,3
13026.0,1
13027.0,1
13028.0,3
13029.0,0
13030.0,3
13031.0,1
13032.0,1
13033.0,3
13034.0,3
13035.0,1
13036.0,3
13037.0,1
13038.0,3
13039.0,3
13040.0,3
13041.0,3
13042.0,1
13043.0,3
13044.0,1
13045.0,3
13046.0,3
13047.0,1
13048.0,1
13049.0,3
13050.0,1
13051.0,0
13052.0,1
13053.0,3
13055.0,1
13056.0,3
13057.0,3
13058.0,0
13059.0,1
13060.0,3
13061.0,3
13062.0,3
13063.0,3
13064.0,3
13065.0,3
13066.0,3
13067.0,3
13068.0,0
13069.0,1
13070.0,3
13071.0,3
13072.0,3
13073.0,3
13074.0,3
13075.0,3
13076.0,3
13077.0,1
13078.0,1
13079.0,3
13080.0,3
13081.0,4
13082.0,1
13083.0,3
13084.0,0
13085.0,1
13086.0,3
13087.0,3
13088.0,3
13089.0,1
13090.0,1
13091.0,1
13092.0,1
13093.0,4
13094.0,1
13095.0,3
13096.0,0
13097.0,1
13098.0,4
13099.0,0
13101.0,3
13102.0,1
13103.0,3
13104.0,3
13105.0,0
13106.0,3
13107.0,1
13108.0,3
13109.0,1
13110.0,1
13111.0,3
13112.0,0
13113.0,1
13114.0,3
13115.0,1
13116.0,3
13117.0,1
13118.0,1
13119.0,3
13120.0,0
13121.0,3
13122.0,3
13123.0,3
13124.0,4
13125.0,3
13126.0,1
13127.0,3
13128.0,0
13129.0,3
13130.0,0
13131.0,1
13132.0,0
13133.0,3
13134.0,1
13135.0,3
13136.0,1
13137.0,1
13138.0,1
13139.0,4
13140.0,3
13141.0,1
13142.0,3
13143.0,3
13144.0,0
13145.0,0
13146.0,3
13147.0,0
13148.0,1
13149.0,1
13150.0,3
13151.0,1
13152.0,1
13153.0,3
13154.0,1
13155.0,1
13156.0,3
13157.0,1
13158.0,3
13159.0,1
13160.0,0
13161.0,3
13162.0,1
13163.0,0
13164.0,3
13165.0,1
13166.0,3
13167.0,3
13168.0,1
13169.0,3
13170.0,3
13171.0,3
13172.0,0
13173.0,1
13174.0,1
13175.0,3
13176.0,3
13177.0,3
13178.0,1
13179.0,3
13180.0,0
13181.0,3
13182.0,3
13183.0,1
13184.0,1
13185.0,0
13186.0,1
13187.0,3
13188.0,0
13189.0,3
13190.0,3
13191.0,3
13192.0,1
13193.0,3
13194.0,3
13195.0,3
13196.0,1
13197.0,3
13198.0,1
13199.0,1
13200.0,3
13201.0,3
13202.0,3
13203.0,1
13204.0,3
13205.0,0
13206.0,1
13207.0,3
13208.0,1
13209.0,1
13210.0,3
13211.0,1
13212.0,1
13213.0,1
13214.0,1
13215.0,0
13216.0,3
13217.0,0
13218.0,0
13219.0,3
13220.0,3
13221.0,3
13222.0,0
13223.0,3
13224.0,4
13225.0,1
13226.0,3
13227.0,3
13228.0,0
13229.0,3
13230.0,1
13232.0,1
13233.0,1
13234.0,3
13235.0,1
13236.0,3
13237.0,3
13238.0,3
13239.0,1
13240.0,1
13241.0,3
13242.0,3
13243.0,3
13244.0,3
13245.0,3
13246.0,1
13247.0,3
13248.0,3
13249.0,3
13250.0,3
13251.0,3
13252.0,3
13253.0,4
13254.0,0
13255.0,3
13256.0,0
13257.0,3
13258.0,3
13259.0,1
13260.0,3
13261.0,3
13262.0,3
13263.0,1
13264.0,3
13265.0,1
13266.0,1
13267.0,1
13268.0,1
13269.0,1
13270.0,0
13271.0,3
13272.0,3
13273.0,3
13274.0,3
13275.0,3
13276.0,1
13277.0,3
13278.0,1
13279.0,3
13280.0,1
13281.0,3
13282.0,1
13283.0,3
13284.0,3
13285.0,1
13286.0,3
13287.0,3
13288.0,0
13289.0,3
13290.0,0
13291.0,1
13292.0,3
13293.0,3
13294.0,1
13295.0,3
13296.0,3
13297.0,1
13298.0,0
13299.0,1
13300.0,3
13301.0,3
13302.0,0
13303.0,0
13304.0,1
13305.0,1
13306.0,0
13307.0,3
13308.0,1
13309.0,1
13310.0,1
13311.0,3
13312.0,0
13313.0,1
13314.0,1
13315.0,3
13316.0,4
13317.0,1
13318.0,3
13319.0,1
13320.0,1
13321.0,3
13322.0,3
13323.0,3
13324.0,1
13325.0,3
13326.0,3
13327.0,1
13328.0,4
13329.0,1
13330.0,1
13331.0,3
13332.0,3
13333.0,3
13334.0,4
13336.0,3
13337.0,4
13338.0,1
13339.0,3
13340.0,4
13341.0,3
13343.0,3
13344.0,1
13345.0,3
13346.0,0
13347.0,3
13348.0,3
13349.0,3
13350.0,3
13351.0,3
13352.0,3
13354.0,3
13355.0,3
13356.0,3
13357.0,1
13358.0,3
13359.0,1
13360.0,1
13361.0,3
13362.0,1
13363.0,1
13364.0,3
13365.0,4
13366.0,0
13367.0,3
13368.0,3
13369.0,3
13370.0,4
13371.0,4
13372.0,3
13373.0,4
13374.0,3
13375.0,1
13376.0,3
13377.0,1
13379.0,3
13380.0,0
13381.0,1
13382.0,3
13383.0,0
13384.0,1
13385.0,3
13386.0,3
13387.0,3
13388.0,1
13389.0,3
13390.0,3
13391.0,0
13392.0,3
13393.0,3
13394.0,1
13395.0,3
13396.0,1
13397.0,1
13398.0,3
13399.0,3
13400.0,3
13402.0,3
13403.0,3
13404.0,3
13405.0,3
13406.0,3
13407.0,4
13408.0,1
13410.0,1
13411.0,3
13412.0,3
13413.0,3
13414.0,1
13415.0,3
13416.0,3
13417.0,1
13418.0,1
13419.0,3
13420.0,3
13421.0,1
13422.0,4
13423.0,3
13424.0,3
13425.0,1
13426.0,1
13427.0,3
13428.0,3
13429.0,3
13430.0,1
13431.0,1
13432.0,3
13433.0,3
13434.0,3
13435.0,1
13436.0,3
13437.0,1
13438.0,0
13439.0,3
13440.0,1
13441.0,3
13442.0,3
13443.0,1
13444.0,3
13445.0,3
13446.0,1
13447.0,1
13448.0,1
13449.0,3
13450.0,1
13451.0,1
13452.0,0
13453.0,3
13454.0,3
13455.0,1
13456.0,1
13457.0,3
13458.0,1
13459.0,3
13460.0,3
13461.0,1
13462.0,3
13464.0,1
13465.0,3
13466.0,1
13467.0,3
13468.0,1
13469.0,0
13470.0,3
13471.0,1
13472.0,3
13473.0,1
13474.0,3
13475.0,3
13476.0,1
13477.0,1
13478.0,1
13479.0,3
13480.0,3
13481.0,1
13482.0,3
13483.0,3
13484.0,3
13485.0,1
13486.0,3
13487.0,3
13488.0,1
13489.0,3
13490.0,3
13491.0,1
13492.0,3
13493.0,3
13494.0,3
13495.0,1
13496.0,3
13497.0,1
13498.0,3
13499.0,1
13500.0,1
13501.0,1
13502.0,3
13503.0,1
13504.0,3
13505.0,4
13506.0,1
13507.0,1
13508.0,3
13509.0,3
13510.0,1
13511.0,0
13512.0,3
13513.0,3
13514.0,3
13515.0,3
13516.0,1
13517.0,1
13518.0,3
13519.0,3
13520.0,1
13521.0,1
13522.0,3
13523.0,1
13524.0,3
13525.0,0
13526.0,4
13527.0,1
13529.0,3
13530.0,3
13531.0,3
13532.0,3
13533.0,3
13534.0,1
13535.0,0
13536.0,1
13537.0,3
13538.0,1
13539.0,1
13540.0,3
13541.0,3
13542.0,1
13543.0,3
13544.0,1
13545.0,3
13546.0,3
13547.0,3
13548.0,3
13549.0,3
13550.0,3
13551.0,0
13552.0,1
13553.0,3
13554.0,1
13555.0,1
13556.0,3
13557.0,1
13558.0,3
13559.0,0
13560.0,3
13561.0,1
13562.0,1
13563.0,3
13564.0,1
13565.0,3
13566.0,1
13567.0,3
13568.0,3
13569.0,3
13570.0,3
13571.0,1
13572.0,4
13573.0,3
13574.0,3
13575.0,3
13576.0,1
13577.0,1
13578.0,0
13579.0,1
13580.0,0
13581.0,3
13582.0,3
13583.0,1
13584.0,3
13585.0,3
13586.0,3
13587.0,1
13588.0,1
13589.0,3
13590.0,1
13591.0,1
13592.0,3
13593.0,1
13594.0,3
13595.0,3
13596.0,3
13597.0,3
13598.0,3
13599.0,1
13600.0,3
13601.0,1
13602.0,3
13603.0,3
13604.0,3
13605.0,3
13606.0,3
13607.0,1
13608.0,3
13609.0,3
13610.0,1
13611.0,1
13612.0,3
13613.0,3
13614.0,1
13615.0,1
13616.0,3
13617.0,1
13618.0,3
13619.0,3
13620.0,0
13621.0,3
13622.0,3
13623.0,1
13624.0,3
13625.0,3
13626.0,3
13627.0,1
13628.0,3
13629.0,1
13630.0,1
13631.0,1
13632.0,1
13634.0,1
13635.0,1
13636.0,3
13637.0,3
13638.0,3
13639.0,1
13640.0,3
13641.0,3
13642.0,3
13643.0,1
13644.0,1
13645.0,3
13646.0,3
13647.0,1
13648.0,1
13649.0,3
13650.0,1
13651.0,3
13652.0,1
13653.0,3
13654.0,1
13655.0,1
13656.0,1
13657.0,3
13658.0,1
13659.0,1
13660.0,3
13661.0,3
13662.0,1
13663.0,1
13665.0,1
13666.0,3
13667.0,3
13668.0,1
13669.0,3
13670.0,3
13671.0,3
13672.0,3
13673.0,3
13674.0,3
13675.0,3
13676.0,3
13677.0,3
13678.0,3
13679.0,3
13680.0,1
13681.0,3
13682.0,0
13683.0,3
13684.0,3
13685.0,3
13686.0,3
13687.0,4
13688.0,3
13689.0,3
13690.0,3
13691.0,3
13692.0,1
13693.0,1
13694.0,4
13695.0,1
13696.0,3
13697.0,3
13698.0,3
13699.0,3
13700.0,1
13701.0,3
13702.0,3
13703.0,3
13704.0,1
13705.0,3
13706.0,3
13707.0,1
13708.0,3
13709.0,1
13710.0,3
13711.0,1
13712.0,3
13713.0,3
13714.0,3
13715.0,1
13716.0,3
13717.0,1
13718.0,3
13719.0,1
13720.0,3
13721.0,3
13722.0,1
13723.0,3
13724.0,3
13725.0,1
13726.0,3
13727.0,1
13728.0,1
13729.0,3
13730.0,3
13731.0,3
13732.0,3
13733.0,3
13734.0,0
13735.0,1
13736.0,1
13737.0,3
13738.0,3
13739.0,3
13740.0,3
13741.0,3
13742.0,1
13743.0,3
13744.0,1
13745.0,1
13746.0,3
13747.0,0
13748.0,3
13750.0,1
13751.0,3
13752.0,3
13753.0,1
13754.0,3
13755.0,1
13756.0,1
13757.0,0
13758.0,1
13759.0,3
13760.0,3
13761.0,1
13762.0,1
13763.0,4
13764.0,1
13765.0,3
13766.0,3
13767.0,1
13768.0,3
13769.0,1
13770.0,3
13771.0,1
13772.0,1
13773.0,3
13774.0,3
13775.0,3
13776.0,0
13777.0,1
13778.0,3
13779.0,3
13780.0,3
13781.0,3
13782.0,1
13783.0,3
13784.0,1
13785.0,3
13786.0,1
13787.0,1
13788.0,0
13789.0,3
13790.0,3
13791.0,1
13792.0,3
13793.0,3
13794.0,3
13795.0,3
13796.0,3
13797.0,3
13798.0,1
13799.0,1
13800.0,3
13801.0,3
13802.0,4
13803.0,1
13804.0,1
13805.0,3
13806.0,3
13807.0,3
13808.0,1
13809.0,3
13810.0,3
13811.0,3
13812.0,3
13813.0,1
13814.0,1
13815.0,4
13816.0,3
13817.0,3
13818.0,0
13819.0,1
13820.0,3
13821.0,1
13822.0,3
13823.0,1
13824.0,1
13825.0,3
13826.0,3
13827.0,3
13828.0,3
13829.0,0
13830.0,3
13831.0,1
13832.0,3
13833.0,3
13834.0,3
13835.0,1
13836.0,3
13837.0,3
13838.0,1
13839.0,3
13840.0,3
13841.0,0
13842.0,1
13843.0,3
13844.0,3
13845.0,3
13846.0,1
13847.0,3
13848.0,0
13849.0,1
13850.0,4
13851.0,1
13852.0,3
13853.0,1
13854.0,1
13855.0,3
13856.0,1
13857.0,3
13858.0,3
13859.0,3
13860.0,1
13861.0,3
13862.0,1
13863.0,3
13864.0,0
13865.0,3
13866.0,3
13867.0,3
13868.0,3
13869.0,1
13870.0,1
13871.0,1
13872.0,3
13873.0,3
13874.0,1
13875.0,1
13876.0,3
13877.0,3
13878.0,1
13879.0,3
13880.0,1
13881.0,4
13882.0,1
13883.0,1
13884.0,1
13885.0,3
13886.0,3
13887.0,3
13888.0,1
13889.0,1
13890.0,1
13891.0,3
13892.0,3
13893.0,3
13894.0,3
13895.0,1
13896.0,3
13897.0,3
13898.0,3
13899.0,3
13900.0,1
13901.0,1
13902.0,4
13903.0,3
13904.0,3
13905.0,3
13906.0,0
13907.0,0
13908.0,1
13909.0,3
13911.0,1
13912.0,3
13913.0,0
13914.0,3
13915.0,0
13916.0,3
13917.0,3
13918.0,3
13919.0,1
13920.0,1
13921.0,3
13922.0,3
13923.0,3
13924.0,1
13925.0,3
13926.0,3
13927.0,3
13928.0,3
13929.0,1
13930.0,3
13931.0,1
13932.0,3
13933.0,3
13934.0,3
13935.0,4
13936.0,3
13937.0,3
13938.0,3
13939.0,1
13940.0,3
13941.0,1
13942.0,0
13943.0,3
13944.0,3
13945.0,3
13946.0,1
13947.0,3
13948.0,3
13949.0,1
13950.0,3
13951.0,3
13952.0,1
13953.0,0
13954.0,3
13955.0,3
13956.0,3
13957.0,3
13958.0,1
13959.0,3
13960.0,3
13961.0,3
13962.0,3
13963.0,1
13964.0,3
13965.0,3
13966.0,3
13967.0,0
13968.0,3
13969.0,1
13970.0,3
13971.0,1
13972.0,3
13973.0,3
13974.0,3
13975.0,1
13976.0,3
13977.0,3
13978.0,3
13979.0,1
13980.0,3
13981.0,3
13982.0,1
13983.0,1
13984.0,1
13985.0,1
13986.0,3
13987.0,3
13988.0,1
13989.0,1
13990.0,3
13991.0,3
13992.0,3
13993.0,1
13994.0,1
13995.0,1
13996.0,3
13997.0,3
13998.0,3
13999.0,1
14000.0,1
14001.0,1
14002.0,3
14003.0,3
14004.0,1
14005.0,1
14006.0,1
14007.0,0
14008.0,3
14009.0,1
14010.0,3
14011.0,3
14012.0,3
14013.0,1
14014.0,1
14015.0,3
14016.0,4
14017.0,3
14018.0,3
14019.0,1
14020.0,1
14021.0,3
14022.0,3
14023.0,3
14024.0,3
14025.0,1
14026.0,3
14027.0,3
14028.0,3
14029.0,3
14030.0,1
14031.0,1
14032.0,1
14033.0,0
14034.0,1
14035.0,1
14036.0,3
14037.0,1
14038.0,1
14039.0,3
14040.0,1
14041.0,3
14042.0,3
14043.0,3
14044.0,1
14045.0,1
14046.0,3
14047.0,1
14048.0,3
14049.0,4
14050.0,3
14051.0,1
14052.0,3
14053.0,0
14054.0,3
14055.0,3
14056.0,1
14057.0,1
14058.0,3
14059.0,3
14060.0,1
14061.0,3
14062.0,4
14063.0,1
14064.0,1
14065.0,3
14066.0,3
14067.0,3
14068.0,1
14069.0,3
14070.0,3
14071.0,1
14072.0,3
14073.0,3
14074.0,3
14075.0,1
14076.0,3
14077.0,3
14078.0,3
14079.0,3
14080.0,3
14081.0,1
14082.0,3
14083.0,1
14084.0,3
14085.0,1
14086.0,0
14087.0,1
14088.0,4
14089.0,3
14090.0,0
14091.0,4
14092.0,1
14093.0,3
14094.0,3
14095.0,0
14096.0,4
14097.0,3
14098.0,3
14099.0,1
14100.0,3
14101.0,1
14102.0,1
14103.0,0
14104.0,3
14105.0,4
14106.0,0
14107.0,1
14108.0,3
14109.0,3
14110.0,1
14111.0,3
14112.0,1
14113.0,1
14114.0,3
14115.0,3
14116.0,3
14117.0,0
14118.0,3
14119.0,3
14121.0,1
14122.0,3
14123.0,3
14124.0,3
14125.0,4
14126.0,1
14127.0,1
14128.0,3
14129.0,1
14130.0,1
14131.0,3
14132.0,1
14133.0,3
14134.0,1
14135.0,1
14136.0,1
14137.0,3
14138.0,3
14139.0,3
14140.0,1
14141.0,3
14142.0,3
14143.0,3
14144.0,0
14145.0,1
14146.0,4
14147.0,1
14148.0,3
14149.0,3
14150.0,3
14151.0,3
14152.0,1
14153.0,3
14154.0,1
14155.0,3
14156.0,4
14157.0,1
14158.0,3
14159.0,1
14160.0,4
14161.0,1
14162.0,3
14163.0,3
14164.0,3
14165.0,3
14166.0,3
14167.0,3
14168.0,3
14169.0,3
14170.0,3
14171.0,3
14172.0,3
14173.0,3
14174.0,3
14175.0,1
14176.0,3
14177.0,1
14178.0,1
14179.0,3
14180.0,1
14181.0,3
14182.0,3
14183.0,3
14184.0,3
14185.0,0
14186.0,3
14187.0,3
14188.0,1
14189.0,1
14190.0,0
14191.0,1
14192.0,3
14193.0,3
14194.0,1
14195.0,1
14196.0,3
14197.0,3
14198.0,1
14199.0,3
14200.0,3
14201.0,1
14202.0,3
14203.0,3
14204.0,1
14205.0,1
14206.0,1
14207.0,0
14208.0,3
14209.0,1
14210.0,1
14211.0,1
14212.0,4
14213.0,1
14214.0,3
14215.0,1
14216.0,1
14217.0,1
14218.0,3
14219.0,3
14220.0,3
14221.0,1
14222.0,3
14223.0,3
14224.0,1
14225.0,1
14226.0,1
14227.0,1
14228.0,3
14229.0,1
14230.0,3
14231.0,1
14232.0,1
14233.0,1
14234.0,3
14235.0,1
14236.0,3
14237.0,3
14238.0,3
14239.0,1
14240.0,3
14241.0,3
14242.0,3
14243.0,1
14244.0,3
14245.0,1
14246.0,3
14247.0,3
14248.0,3
14249.0,1
14250.0,1
14251.0,1
14252.0,3
14253.0,3
14254.0,3
14255.0,0
14256.0,1
14257.0,1
14258.0,4
14259.0,3
14260.0,3
14261.0,3
14262.0,1
14263.0,3
14264.0,1
14265.0,3
14266.0,0
14267.0,1
14268.0,3
14269.0,3
14270.0,3
14271.0,3
14272.0,3
14273.0,3
14274.0,3
14275.0,3
14276.0,1
14277.0,4
14278.0,3
14279.0,0
14280.0,3
14281.0,3
14282.0,1
14283.0,3
14284.0,1
14285.0,1
14286.0,4
14287.0,3
14288.0,3
14289.0,3
14290.0,1
14291.0,1
14292.0,1
14293.0,1
14294.0,3
14295.0,1
14296.0,3
14297.0,1
14298.0,4
14299.0,1
14300.0,0
14301.0,1
14302.0,3
14303.0,3
14304.0,1
14305.0,1
14306.0,1
14307.0,1
14308.0,0
14309.0,1
14310.0,3
14311.0,3
14312.0,1
14314.0,3
14315.0,1
14316.0,3
14317.0,3
14318.0,3
14319.0,3
14320.0,1
14321.0,1
14322.0,3
14323.0,3
14324.0,3
14325.0,3
14326.0,3
14327.0,1
14328.0,0
14329.0,1
14330.0,3
14331.0,3
14332.0,3
14333.0,3
14334.0,1
14335.0,3
14336.0,1
14338.0,3
14339.0,3
14340.0,3
14341.0,1
14342.0,3
14343.0,3
14344.0,1
14345.0,3
14346.0,1
14347.0,0
14348.0,3
14349.0,3
14350.0,3
14351.0,0
14352.0,3
14353.0,3
14354.0,3
14355.0,3
14356.0,3
14357.0,3
14358.0,3
14359.0,3
14360.0,1
14361.0,3
14362.0,3
